technology,new_build,tonnes,plant_capacity,capex_usd,opex_usd_year,cost_per_tonne_abated,abatement_tech_sector,uid,year,region,gics_sector
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2032,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2032,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2033,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2033,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2033,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2033,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2034,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2034,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2034,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2034,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2035,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2035,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2035,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2035,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2036,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2036,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2036,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2036,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2037,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2037,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2037,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2037,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2038,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2038,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2038,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2038,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2039,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2039,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2039,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2039,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2040,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2040,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2040,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2040,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2041,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2041,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2041,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2041,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2042,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2042,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2042,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2042,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2043,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2043,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2043,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2043,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2044,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2044,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2044,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2044,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2045,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2045,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2045,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2045,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2046,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2046,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2046,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2046,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2047,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2047,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2047,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2047,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2048,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2048,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2048,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2048,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2049,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2049,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2049,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2049,Germany,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C017,2050,Germany,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C017,2050,Germany,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C017,2050,Germany,IT
Grid-scale Battery Storage,False,73964,77765,0.0,6704096.96,90.64,Utilities,C017,2050,Germany,IT
Hydrogen Fuel,True,46052,46052,580120000.0,7692526.08,12764.10418830887,Materials,C019,2026,USA,Materials
Hydrogen Fuel,False,46052,46052,0.0,7692526.08,167.04,Materials,C019,2027,USA,Materials
Hydrogen Fuel,True,46052,46052,580120000.0,7692526.08,12764.10418830887,Materials,C019,2027,USA,Materials
Hydrogen Fuel,False,92104,92104,0.0,15385052.16,167.04,Materials,C019,2028,USA,Materials
Hydrogen Fuel,True,46052,46052,580120000.0,7692526.08,12764.10418830887,Materials,C019,2028,USA,Materials
Hydrogen Fuel,False,138156,138156,0.0,23077578.24,167.04,Materials,C019,2029,USA,Materials
Hydrogen Fuel,True,46052,46052,580120000.0,7692526.08,12764.10418830887,Materials,C019,2029,USA,Materials
Hydrogen Fuel,False,184208,184208,0.0,30770104.32,167.04,Materials,C019,2030,USA,Materials
Hydrogen Fuel,True,46052,46052,580120000.0,7692526.08,12764.10418830887,Materials,C019,2030,USA,Materials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C020,2026,Australia,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C020,2026,Australia,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C020,2026,Australia,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C020,2026,Australia,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C020,2026,Australia,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C020,2026,Australia,IT
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C020,2026,Australia,IT
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C020,2026,Australia,IT
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C020,2026,Australia,IT
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C020,2026,Australia,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C020,2027,Australia,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C020,2027,Australia,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C020,2027,Australia,IT
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C020,2027,Australia,IT
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C020,2027,Australia,IT
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C020,2027,Australia,IT
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C020,2027,Australia,IT
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C020,2027,Australia,IT
EV Fleet Transition,False,11220,11220,0.0,1307915.4,116.57,Consumer Discretionary,C020,2027,Australia,IT
Smart Grid Tech,False,10889,10889,0.0,669237.9400000001,61.46000000000001,Utilities,C020,2027,Australia,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C020,2027,Australia,IT
Carbon Capture and Storage,True,18692,215712,453420000.0,1612371.9200000002,2188.2292923898535,Energy,C020,2027,Australia,IT
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C020,2028,Australia,IT
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C020,2028,Australia,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C020,2028,Australia,IT
Grid-scale Battery Storage,False,57146,77765,0.0,5179713.44,90.64,Utilities,C020,2028,Australia,IT
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C020,2029,Australia,IT
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C020,2029,Australia,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C020,2029,Australia,IT
Grid-scale Battery Storage,False,57146,77765,0.0,5179713.44,90.64,Utilities,C020,2029,Australia,IT
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C020,2030,Australia,IT
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C020,2030,Australia,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C020,2030,Australia,IT
Grid-scale Battery Storage,False,57146,77765,0.0,5179713.44,90.64,Utilities,C020,2030,Australia,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C021,2026,India,IT
Carbon Capture and Storage,True,147790,215712,453420000.0,12748365.4,2188.2292923898535,Energy,C021,2026,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C021,2027,India,IT
Carbon Capture and Storage,False,147790,215712,0.0,12748365.4,86.26,Energy,C021,2027,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C021,2028,India,IT
Carbon Capture and Storage,False,147790,215712,0.0,12748365.4,86.26,Energy,C021,2028,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C021,2029,India,IT
Carbon Capture and Storage,False,147790,215712,0.0,12748365.4,86.26,Energy,C021,2029,India,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C021,2030,India,IT
Carbon Capture and Storage,False,147790,215712,0.0,12748365.4,86.26,Energy,C021,2030,India,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C022,2026,India,Financials
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C022,2026,India,Financials
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C022,2026,India,Financials
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C022,2026,India,Financials
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C022,2026,India,Financials
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C022,2026,India,Financials
Wind Power,True,58387,90187,631170000.0,1960051.59,7032.028757914111,Energy,C022,2026,India,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C022,2027,India,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C022,2027,India,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C022,2027,India,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C022,2027,India,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C022,2027,India,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C022,2027,India,Financials
Wind Power,False,58387,90187,0.0,1960051.59,33.57,Energy,C022,2027,India,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C022,2028,India,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C022,2028,India,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C022,2028,India,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C022,2028,India,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C022,2028,India,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C022,2028,India,Financials
Wind Power,False,58387,90187,0.0,1960051.59,33.57,Energy,C022,2028,India,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C022,2029,India,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C022,2029,India,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C022,2029,India,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C022,2029,India,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C022,2029,India,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C022,2029,India,Financials
Wind Power,False,58387,90187,0.0,1960051.59,33.57,Energy,C022,2029,India,Financials
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C022,2030,India,Financials
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C022,2030,India,Financials
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C022,2030,India,Financials
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C022,2030,India,Financials
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C022,2030,India,Financials
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C022,2030,India,Financials
Wind Power,False,58387,90187,0.0,1960051.59,33.57,Energy,C022,2030,India,Financials
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C023,2026,EU,Healthcare
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C023,2026,EU,Healthcare
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C023,2026,EU,Healthcare
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C023,2026,EU,Healthcare
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C023,2026,EU,Healthcare
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C023,2026,EU,Healthcare
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C023,2026,EU,Healthcare
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C023,2026,EU,Healthcare
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C023,2026,EU,Healthcare
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C023,2026,EU,Healthcare
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C023,2027,EU,Healthcare
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C023,2027,EU,Healthcare
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C023,2027,EU,Healthcare
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C023,2027,EU,Healthcare
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C023,2027,EU,Healthcare
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C023,2027,EU,Healthcare
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C023,2027,EU,Healthcare
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C023,2027,EU,Healthcare
EV Fleet Transition,False,11220,11220,0.0,1307915.4,116.57,Consumer Discretionary,C023,2027,EU,Healthcare
Smart Grid Tech,False,10889,10889,0.0,669237.9400000001,61.46000000000001,Utilities,C023,2027,EU,Healthcare
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C023,2027,EU,Healthcare
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C023,2027,EU,Healthcare
Hydrogen Fuel,True,22596,38602,121710000.0,3402731.64,3303.535443241283,Materials,C023,2027,EU,Healthcare
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C023,2028,EU,Healthcare
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C023,2028,EU,Healthcare
Hydrogen Fuel,False,77204,77204,0.0,11626150.36,150.59,Materials,C023,2028,EU,Healthcare
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C023,2028,EU,Healthcare
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C023,2028,EU,Healthcare
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C023,2028,EU,Healthcare
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C023,2028,EU,Healthcare
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C023,2028,EU,Healthcare
EV Fleet Transition,False,6103,11220,0.0,711426.71,116.57,Consumer Discretionary,C023,2028,EU,Healthcare
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C023,2029,EU,Healthcare
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C023,2029,EU,Healthcare
Hydrogen Fuel,False,77204,77204,0.0,11626150.36,150.59,Materials,C023,2029,EU,Healthcare
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C023,2029,EU,Healthcare
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C023,2029,EU,Healthcare
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C023,2029,EU,Healthcare
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C023,2029,EU,Healthcare
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C023,2029,EU,Healthcare
EV Fleet Transition,False,6103,11220,0.0,711426.71,116.57,Consumer Discretionary,C023,2029,EU,Healthcare
Energy Efficiency Upgrades,False,78932,78932,0.0,3712171.96,47.03,Industrials,C023,2030,EU,Healthcare
Carbon Capture and Storage,False,431424,431424,0.0,37214634.24,86.26,Energy,C023,2030,EU,Healthcare
Hydrogen Fuel,False,77204,77204,0.0,11626150.36,150.59,Materials,C023,2030,EU,Healthcare
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C023,2030,EU,Healthcare
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C023,2030,EU,Healthcare
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C023,2030,EU,Healthcare
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C023,2030,EU,Healthcare
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C023,2030,EU,Healthcare
EV Fleet Transition,False,6103,11220,0.0,711426.71,116.57,Consumer Discretionary,C023,2030,EU,Healthcare
Grid-scale Battery Storage,True,40030,77765,255810000.0,3628319.2,3380.1661364367,Utilities,C024,2026,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2027,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2028,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2029,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2030,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2031,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2032,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2033,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2034,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2035,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2036,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2037,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2038,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2039,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2040,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2041,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2042,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2043,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2044,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2045,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2046,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2047,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2048,Brazil,Utilities
Grid-scale Battery Storage,False,40031,77765,0.0,3628409.84,90.64,Utilities,C024,2049,Brazil,Utilities
Grid-scale Battery Storage,False,40030,77765,0.0,3628319.2,90.64,Utilities,C024,2050,Brazil,Utilities
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C025,2026,Australia,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C025,2026,Australia,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C025,2026,Australia,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C025,2026,Australia,IT
Heat Pumps,True,10804,10804,63060000.0,379544.52,5871.857138097002,Consumer Discretionary,C025,2026,Australia,IT
Electrification of Equipment,True,13564,13564,93520000.0,889662.76,6960.311321144205,Industrials,C025,2026,Australia,IT
Wind Power,True,90187,90187,631170000.0,3027577.59,7032.028757914111,Energy,C025,2026,Australia,IT
Process Electrification,True,39737,39737,325880000.0,3112201.84,8279.241055942824,Materials,C025,2026,Australia,IT
EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,11706.58782531194,Consumer Discretionary,C025,2026,Australia,IT
Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,13480.506744420974,Utilities,C025,2026,Australia,IT
Energy Efficiency Upgrades,False,39466,39466,0.0,1856085.98,47.03,Industrials,C025,2027,Australia,IT
Carbon Capture and Storage,False,215712,215712,0.0,18607317.12,86.26,Energy,C025,2027,Australia,IT
Hydrogen Fuel,False,38602,38602,0.0,5813075.18,150.59,Materials,C025,2027,Australia,IT
Grid-scale Battery Storage,False,77765,77765,0.0,7048619.6,90.64,Utilities,C025,2027,Australia,IT
Heat Pumps,False,10804,10804,0.0,379544.52,35.13,Consumer Discretionary,C025,2027,Australia,IT
Electrification of Equipment,False,13564,13564,0.0,889662.76,65.59,Industrials,C025,2027,Australia,IT
Wind Power,False,90187,90187,0.0,3027577.59,33.57,Energy,C025,2027,Australia,IT
Process Electrification,False,39737,39737,0.0,3112201.84,78.32,Materials,C025,2027,Australia,IT
EV Fleet Transition,False,11220,11220,0.0,1307915.4,116.57,Consumer Discretionary,C025,2027,Australia,IT
Smart Grid Tech,False,10889,10889,0.0,669237.9400000001,61.46000000000001,Utilities,C025,2027,Australia,IT
Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,2008.2117767192012,Industrials,C025,2027,Australia,IT
Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,2188.2292923898535,Energy,C025,2027,Australia,IT
Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,3303.535443241283,Materials,C025,2027,Australia,IT
Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,3380.1661364367,Utilities,C025,2027,Australia,IT
