uid,scenario,year,carbon_cost_without_usd,total_cost_with_abatement_usd,net_savings_usd
C028,High Risk,2042,,,
C028,Low Risk,2042,,,
C028,Medium Risk,2042,,,
C028,High Risk,2043,,,
C028,Low Risk,2043,,,
C028,Medium Risk,2043,,,
C028,High Risk,2044,,,
C028,Low Risk,2044,,,
C028,Medium Risk,2044,,,
C028,High Risk,2045,,,
C028,Low Risk,2045,,,
C028,Medium Risk,2045,,,
C028,High Risk,2046,,,
C028,Low Risk,2046,,,
C028,Medium Risk,2046,,,
C028,High Risk,2047,,,
C028,Low Risk,2047,,,
C028,Medium Risk,2047,,,
C028,High Risk,2048,,,
C028,Low Risk,2048,,,
C028,Medium Risk,2048,,,
C028,High Risk,2049,,,
C028,Low Risk,2049,,,
C028,Medium Risk,2049,,,
C028,High Risk,2050,,,
C028,Low Risk,2050,,,
C028,Medium Risk,2050,,,
C028,High Risk,2025,,,
C028,Low Risk,2025,,,
C028,Medium Risk,2025,,,
C028,High Risk,2026,,,
C028,Low Risk,2026,,,
C028,Medium Risk,2026,,,
C028,High Risk,2027,,,
C028,Low Risk,2027,,,
C028,Medium Risk,2027,,,
C028,High Risk,2028,,,
C028,Low Risk,2028,,,
C028,Medium Risk,2028,,,
C028,High Risk,2029,,,
C028,Low Risk,2029,,,
C028,Medium Risk,2029,,,
C028,High Risk,2030,,,
C028,Low Risk,2030,,,
C028,Medium Risk,2030,,,
C028,High Risk,2031,,,
C028,Low Risk,2031,,,
C028,Medium Risk,2031,,,
C028,High Risk,2032,,,
C028,Low Risk,2032,,,
C028,Medium Risk,2032,,,
C028,High Risk,2033,,,
C028,Low Risk,2033,,,
C028,Medium Risk,2033,,,
C028,High Risk,2034,,,
C028,Low Risk,2034,,,
C028,Medium Risk,2034,,,
C028,High Risk,2035,,,
C028,Low Risk,2035,,,
C028,Medium Risk,2035,,,
C028,High Risk,2036,,,
C028,Low Risk,2036,,,
C028,Medium Risk,2036,,,
C028,High Risk,2037,,,
C028,Low Risk,2037,,,
C028,Medium Risk,2037,,,
C028,High Risk,2038,,,
C028,Low Risk,2038,,,
C028,Medium Risk,2038,,,
C028,High Risk,2039,,,
C028,Low Risk,2039,,,
C028,Medium Risk,2039,,,
C028,High Risk,2040,,,
C028,Low Risk,2040,,,
C028,Medium Risk,2040,,,
C028,High Risk,2041,,,
C028,Low Risk,2041,,,
C028,Medium Risk,2041,,,
C028,High Risk,2042,,,
C028,Low Risk,2042,,,
C028,Medium Risk,2042,,,
C028,High Risk,2043,,,
C028,Low Risk,2043,,,
C028,Medium Risk,2043,,,
C028,High Risk,2044,,,
C028,Low Risk,2044,,,
C028,Medium Risk,2044,,,
C028,High Risk,2045,,,
C028,Low Risk,2045,,,
C028,Medium Risk,2045,,,
C028,High Risk,2046,,,
C028,Low Risk,2046,,,
C028,Medium Risk,2046,,,
C028,High Risk,2047,,,
C028,Low Risk,2047,,,
C028,Medium Risk,2047,,,
C028,High Risk,2048,,,
C028,Low Risk,2048,,,
C028,Medium Risk,2048,,,
C028,High Risk,2049,,,
C028,Low Risk,2049,,,
C028,Medium Risk,2049,,,
C028,High Risk,2050,,,
C028,Low Risk,2050,,,
C028,Medium Risk,2050,,,
C028,High Risk,2025,,,
C028,Low Risk,2025,,,
C028,Medium Risk,2025,,,
C028,High Risk,2026,,,
C028,Low Risk,2026,,,
C028,Medium Risk,2026,,,
C028,High Risk,2027,,,
C028,Low Risk,2027,,,
C028,Medium Risk,2027,,,
C028,High Risk,2028,,,
C028,Low Risk,2028,,,
C028,Medium Risk,2028,,,
C028,High Risk,2029,,,
C028,Low Risk,2029,,,
C028,Medium Risk,2029,,,
C028,High Risk,2030,,,
C028,Low Risk,2030,,,
C028,Medium Risk,2030,,,
C028,High Risk,2031,,,
C028,Low Risk,2031,,,
C028,Medium Risk,2031,,,
C028,High Risk,2032,,,
C028,Low Risk,2032,,,
C028,Medium Risk,2032,,,
C028,High Risk,2033,,,
C028,Low Risk,2033,,,
C028,Medium Risk,2033,,,
C028,High Risk,2034,,,
C028,Low Risk,2034,,,
C028,Medium Risk,2034,,,
C028,High Risk,2035,,,
C028,Low Risk,2035,,,
C028,Medium Risk,2035,,,
C028,High Risk,2036,,,
C028,Low Risk,2036,,,
C028,Medium Risk,2036,,,
C028,High Risk,2037,,,
C028,Low Risk,2037,,,
C028,Medium Risk,2037,,,
C028,High Risk,2038,,,
C028,Low Risk,2038,,,
C028,Medium Risk,2038,,,
C028,High Risk,2039,,,
C028,Low Risk,2039,,,
C028,Medium Risk,2039,,,
C028,High Risk,2040,,,
C028,Low Risk,2040,,,
C028,Medium Risk,2040,,,
C028,High Risk,2041,,,
C028,Low Risk,2041,,,
C028,Medium Risk,2041,,,
C028,High Risk,2042,,,
C028,Low Risk,2042,,,
C028,Medium Risk,2042,,,
C028,High Risk,2043,,,
C028,Low Risk,2043,,,
C028,Medium Risk,2043,,,
C028,High Risk,2044,,,
C028,Low Risk,2044,,,
C028,Medium Risk,2044,,,
C028,High Risk,2045,,,
C028,Low Risk,2045,,,
C028,Medium Risk,2045,,,
C028,High Risk,2046,,,
C028,Low Risk,2046,,,
C028,Medium Risk,2046,,,
C028,High Risk,2047,,,
C028,Low Risk,2047,,,
C028,Medium Risk,2047,,,
C028,High Risk,2048,,,
C028,Low Risk,2048,,,
C028,Medium Risk,2048,,,
C028,High Risk,2049,,,
C028,Low Risk,2049,,,
C028,Medium Risk,2049,,,
C028,High Risk,2050,,,
C028,Low Risk,2050,,,
C028,Medium Risk,2050,,,
C029,High Risk,2025,1238592378.9473867,1238592378.9473867,0.0
C029,Low Risk,2025,1133180757.8947413,1133180757.8947413,0.0
C029,Medium Risk,2025,1156145515.7894745,1156145515.7894745,0.0
C029,High Risk,2026,1421719552.9089828,1596963492.053719,-175243939.1447363
C029,Low Risk,2026,1140146047.6578941,1319260607.867368,-179114560.20947385
C029,Medium Risk,2026,1241090966.1457891,1418817897.4747367,-177726931.32894754
C029,High Risk,2027,1599350299.458473,1966633484.8171563,-367283185.35868335
C029,Low Risk,2027,1146497389.9268465,1520092436.3092148,-373595046.3823683
C029,Medium Risk,2027,1323270015.273683,1694401205.9084198,-371131190.6347368
C029,High Risk,2028,1771484576.930517,2330806966.8378854,-559322389.9073684
C029,Low Risk,2028,1152234757.6010523,1720310263.0557892,-568075505.454737
C029,Medium Risk,2028,1402682630.1821032,1967218047.1315768,-564535416.9494736
C029,High Risk,2029,1938122464.082902,2689484141.8694806,-751361677.7865787
C029,Low Risk,2029,1157358204.370794,1919914223.0989518,-762556018.7281578
C029,Medium Risk,2029,1479328874.551614,2237268583.7979293,-757939709.2463152
C029,High Risk,2030,2099263923.8231814,3042664847.823707,-943400924.0005257
C029,Low Risk,2030,1161867703.6463156,2118904208.5473685,-957036504.901053
C029,Medium Risk,2030,1553208717.692665,2504552686.24477,-951343968.552105
C029,High Risk,2031,2254908956.151355,3390349126.365828,-1135440170.2144732
C029,Low Risk,2031,1165763255.4276361,2317280246.501583,-1151516991.073947
C029,Medium Risk,2031,1624322159.6052952,2769070387.4631896,-1144748227.8578944
C029,High Risk,2032,2405057561.06735,3732536977.4957714,-1327479416.4284215
C029,Low Risk,2032,1169044859.714737,2515042336.9615793,-1345997477.2468424
C029,Medium Risk,2032,1692669200.2895043,3030821687.453188,-1338152487.1636837
C029,High Risk,2033,2549709674.0415764,4069228272.154208,-1519518598.1126318
C029,Low Risk,2033,1171712486.8531625,2712190420.6184254,-1540477933.7652628
C029,Medium Risk,2033,1758249795.246345,3289806497.2168713,-1531556701.9705262
C029,High Risk,2034,2688865419.560539,4400423328.416855,-1711557908.856316
C029,Low Risk,2034,1173766195.6410527,2908724645.2336845,-1734958449.5926318
C029,Medium Risk,2034,1821064031.1721332,3546025036.9473963,-1724961005.775263
C029,High Risk,2035,2822524737.667396,4726121892.7376585,-1903597155.0702624
C029,Low Risk,2035,1175205956.9347415,3104644892.700268,-1929438935.7655263
C029,Medium Risk,2035,1881111865.8695004,3799477130.950553,-1918365265.0810525
C029,High Risk,2036,2950687628.3621473,5046324029.646357,-2095636401.2842093
C029,Low Risk,2036,1176031770.734211,3299951192.6726317,-2123919421.9384208
C029,Medium Risk,2036,1938393299.3384464,4050162823.7252884,-2111769524.386842
C029,High Risk,2037,3073354091.6447253,5361029739.142883,-2287675647.498158
C029,Low Risk,2037,1176243637.0394783,3494643545.150794,-2318399908.1113157
C029,Medium Risk,2037,1992908331.5789716,4298082115.271603,-2305173783.692631
C029,High Risk,2038,3190524040.1210556,5670238846.438951,-2479714806.317895
C029,Low Risk,2038,1175841523.6421058,3688721885.7178955,-2512880362.0757895
C029,Medium Risk,2038,2044656906.5842335,4543234893.575812,-2498577986.991579
C029,High Risk,2039,3302197644.006596,5973951783.932649,-2671754139.9260526
C029,Low Risk,2039,1174825494.4481626,3882186374.9052677,-2707360880.457105
C029,Medium Risk,2039,2093639134.0663376,4785621436.370548,-2691982302.3042107
C029,High Risk,2040,3408374820.480031,6272168206.62003,-2863793386.1399994
C029,Low Risk,2040,1173195517.7600007,4075036884.390001,-2901841366.63
C029,Medium Risk,2040,2139854960.3200204,5025241521.93002,-2885386561.6099997
C029,High Risk,2041,3509055569.54136,6564888201.895306,-3055832632.3539457
C029,Low Risk,2041,1170951593.5776362,4267273446.3805304,-3096321852.802894
C029,Medium Risk,2041,2183304385.3452826,5262095206.261071,-3078790820.9157887
C029,High Risk,2042,3604239891.190521,6852111769.758415,-3247871878.5678945
C029,Low Risk,2042,1168093721.9010534,4458896060.8768425,-3290802338.975789
C029,Medium Risk,2042,2223987409.1421237,5496182489.363702,-3272195080.221578
C029,High Risk,2043,3693927675.1689553,7133838689.692113,-3439911014.5231576
C029,Low Risk,2043,1164621867.9678993,4649904658.354215,-3485282790.3863153
C029,Medium Risk,2043,2261903964.1958065,5727503236.208438,-3465599272.0126314
C029,High Risk,2044,3778119137.4210734,7410069508.4168625,-3631950370.995789
C029,Low Risk,2044,1160536100.7921062,4840299412.113686,-3679763311.3215795
C029,Medium Risk,2044,2297054183.2342267,5956057782.067385,-3659003598.833158
C029,High Risk,2045,3856814172.261086,7680803789.470822,-3823989617.2097363
C029,Low Risk,2045,1155836386.12211,5030080183.616584,-3874243797.494474
C029,Medium Risk,2045,2329438001.0442257,6181845859.183172,-3852407858.1389465
C029,High Risk,2046,3930012779.688935,7946041643.112619,-4016028863.4236846
C029,Low Risk,2046,1150522723.9578958,5219247007.625264,-4068724283.6673684
C029,Medium Risk,2046,2359055417.6258035,6404867535.07054,-4045812117.444737
C029,High Risk,2047,3997714959.7047367,8205783069.342368,-4208068109.6376314
C029,Low Risk,2047,1144595114.2994783,5407799884.139741,-4263204769.8402624
C029,Medium Risk,2047,2385906432.9789605,6625122809.729486,-4239216376.750526
C029,High Risk,2048,4059920579.185275,8460027801.913696,-4400107222.728421
C029,Low Risk,2048,1138053519.8305273,5595738738.5273695,-4457685218.696842
C029,Medium Risk,2048,2409990968.0810647,6842611525.114748,-4432620557.033684
C029,High Risk,2049,4116629899.803971,8708776501.869497,-4592146602.065527
C029,Low Risk,2049,1130898014.6728926,5783063756.858945,-4652165742.186052
C029,Medium Risk,2049,2431309178.675801,7057334074.037906,-4626024895.362104
C029,High Risk,2050,4167842793.010561,8952028641.290033,-4784185848.279472
C029,Low Risk,2050,1123128562.0210538,5969774790.380001,-4846646228.358948
C029,Medium Risk,2050,2449860988.0421157,7269290142.710011,-4819429154.667894
C029,High Risk,2025,1238592378.9473867,1238592378.9473867,0.0
C029,Low Risk,2025,1133180757.8947413,1133180757.8947413,0.0
C029,Medium Risk,2025,1156145515.7894745,1156145515.7894745,0.0
C029,High Risk,2026,1421719552.9089828,1596963492.053719,-175243939.1447363
C029,Low Risk,2026,1140146047.6578941,1319260607.867368,-179114560.20947385
C029,Medium Risk,2026,1241090966.1457891,1418817897.4747367,-177726931.32894754
C029,High Risk,2027,1599350299.458473,1966633484.8171563,-367283185.35868335
C029,Low Risk,2027,1146497389.9268465,1520092436.3092148,-373595046.3823683
C029,Medium Risk,2027,1323270015.273683,1694401205.9084198,-371131190.6347368
C029,High Risk,2028,1771484576.930517,2330806966.8378854,-559322389.9073684
C029,Low Risk,2028,1152234757.6010523,1720310263.0557892,-568075505.454737
C029,Medium Risk,2028,1402682630.1821032,1967218047.1315768,-564535416.9494736
C029,High Risk,2029,1938122464.082902,2689484141.8694806,-751361677.7865787
C029,Low Risk,2029,1157358204.370794,1919914223.0989518,-762556018.7281578
C029,Medium Risk,2029,1479328874.551614,2237268583.7979293,-757939709.2463152
C029,High Risk,2030,2099263923.8231814,3042664847.823707,-943400924.0005257
C029,Low Risk,2030,1161867703.6463156,2118904208.5473685,-957036504.901053
C029,Medium Risk,2030,1553208717.692665,2504552686.24477,-951343968.552105
C029,High Risk,2031,2254908956.151355,3390349126.365828,-1135440170.2144732
C029,Low Risk,2031,1165763255.4276361,2317280246.501583,-1151516991.073947
C029,Medium Risk,2031,1624322159.6052952,2769070387.4631896,-1144748227.8578944
C029,High Risk,2032,2405057561.06735,3732536977.4957714,-1327479416.4284215
C029,Low Risk,2032,1169044859.714737,2515042336.9615793,-1345997477.2468424
C029,Medium Risk,2032,1692669200.2895043,3030821687.453188,-1338152487.1636837
C029,High Risk,2033,2549709674.0415764,4069228272.154208,-1519518598.1126318
C029,Low Risk,2033,1171712486.8531625,2712190420.6184254,-1540477933.7652628
C029,Medium Risk,2033,1758249795.246345,3289806497.2168713,-1531556701.9705262
C029,High Risk,2034,2688865419.560539,4400423328.416855,-1711557908.856316
C029,Low Risk,2034,1173766195.6410527,2908724645.2336845,-1734958449.5926318
C029,Medium Risk,2034,1821064031.1721332,3546025036.9473963,-1724961005.775263
C029,High Risk,2035,2822524737.667396,4726121892.7376585,-1903597155.0702624
C029,Low Risk,2035,1175205956.9347415,3104644892.700268,-1929438935.7655263
C029,Medium Risk,2035,1881111865.8695004,3799477130.950553,-1918365265.0810525
C029,High Risk,2036,2950687628.3621473,5046324029.646357,-2095636401.2842093
C029,Low Risk,2036,1176031770.734211,3299951192.6726317,-2123919421.9384208
C029,Medium Risk,2036,1938393299.3384464,4050162823.7252884,-2111769524.386842
C029,High Risk,2037,3073354091.6447253,5361029739.142883,-2287675647.498158
C029,Low Risk,2037,1176243637.0394783,3494643545.150794,-2318399908.1113157
C029,Medium Risk,2037,1992908331.5789716,4298082115.271603,-2305173783.692631
C029,High Risk,2038,3190524040.1210556,5670238846.438951,-2479714806.317895
C029,Low Risk,2038,1175841523.6421058,3688721885.7178955,-2512880362.0757895
C029,Medium Risk,2038,2044656906.5842335,4543234893.575812,-2498577986.991579
C029,High Risk,2039,3302197644.006596,5973951783.932649,-2671754139.9260526
C029,Low Risk,2039,1174825494.4481626,3882186374.9052677,-2707360880.457105
C029,Medium Risk,2039,2093639134.0663376,4785621436.370548,-2691982302.3042107
C029,High Risk,2040,3408374820.480031,6272168206.62003,-2863793386.1399994
C029,Low Risk,2040,1173195517.7600007,4075036884.390001,-2901841366.63
C029,Medium Risk,2040,2139854960.3200204,5025241521.93002,-2885386561.6099997
C029,High Risk,2041,3509055569.54136,6564888201.895306,-3055832632.3539457
C029,Low Risk,2041,1170951593.5776362,4267273446.3805304,-3096321852.802894
C029,Medium Risk,2041,2183304385.3452826,5262095206.261071,-3078790820.9157887
C029,High Risk,2042,3604239891.190521,6852111769.758415,-3247871878.5678945
C029,Low Risk,2042,1168093721.9010534,4458896060.8768425,-3290802338.975789
C029,Medium Risk,2042,2223987409.1421237,5496182489.363702,-3272195080.221578
C029,High Risk,2043,3693927675.1689553,7133838689.692113,-3439911014.5231576
C029,Low Risk,2043,1164621867.9678993,4649904658.354215,-3485282790.3863153
C029,Medium Risk,2043,2261903964.1958065,5727503236.208438,-3465599272.0126314
C029,High Risk,2044,3778119137.4210734,7410069508.4168625,-3631950370.995789
C029,Low Risk,2044,1160536100.7921062,4840299412.113686,-3679763311.3215795
C029,Medium Risk,2044,2297054183.2342267,5956057782.067385,-3659003598.833158
C029,High Risk,2045,3856814172.261086,7680803789.470822,-3823989617.2097363
C029,Low Risk,2045,1155836386.12211,5030080183.616584,-3874243797.494474
C029,Medium Risk,2045,2329438001.0442257,6181845859.183172,-3852407858.1389465
C029,High Risk,2046,3930012779.688935,7946041643.112619,-4016028863.4236846
C029,Low Risk,2046,1150522723.9578958,5219247007.625264,-4068724283.6673684
C029,Medium Risk,2046,2359055417.6258035,6404867535.07054,-4045812117.444737
C029,High Risk,2047,3997714959.7047367,8205783069.342368,-4208068109.6376314
C029,Low Risk,2047,1144595114.2994783,5407799884.139741,-4263204769.8402624
C029,Medium Risk,2047,2385906432.9789605,6625122809.729486,-4239216376.750526
C029,High Risk,2048,4059920579.185275,8460027801.913696,-4400107222.728421
C029,Low Risk,2048,1138053519.8305273,5595738738.5273695,-4457685218.696842
C029,Medium Risk,2048,2409990968.0810647,6842611525.114748,-4432620557.033684
C029,High Risk,2049,4116629899.803971,8708776501.869497,-4592146602.065527
C029,Low Risk,2049,1130898014.6728926,5783063756.858945,-4652165742.186052
C029,Medium Risk,2049,2431309178.675801,7057334074.037906,-4626024895.362104
C029,High Risk,2050,4167842793.010561,8952028641.290033,-4784185848.279472
C029,Low Risk,2050,1123128562.0210538,5969774790.380001,-4846646228.358948
C029,Medium Risk,2050,2449860988.0421157,7269290142.710011,-4819429154.667894
C029,High Risk,2025,1238592378.9473867,1238592378.9473867,0.0
C029,Low Risk,2025,1133180757.8947413,1133180757.8947413,0.0
C029,Medium Risk,2025,1156145515.7894745,1156145515.7894745,0.0
C029,High Risk,2026,1421719552.9089828,1596963492.053719,-175243939.1447363
C029,Low Risk,2026,1140146047.6578941,1319260607.867368,-179114560.20947385
C029,Medium Risk,2026,1241090966.1457891,1418817897.4747367,-177726931.32894754
C029,High Risk,2027,1599350299.458473,1966633484.8171563,-367283185.35868335
C029,Low Risk,2027,1146497389.9268465,1520092436.3092148,-373595046.3823683
C029,Medium Risk,2027,1323270015.273683,1694401205.9084198,-371131190.6347368
C029,High Risk,2028,1771484576.930517,2330806966.8378854,-559322389.9073684
C029,Low Risk,2028,1152234757.6010523,1720310263.0557892,-568075505.454737
C029,Medium Risk,2028,1402682630.1821032,1967218047.1315768,-564535416.9494736
C029,High Risk,2029,1938122464.082902,2689484141.8694806,-751361677.7865787
C029,Low Risk,2029,1157358204.370794,1919914223.0989518,-762556018.7281578
C029,Medium Risk,2029,1479328874.551614,2237268583.7979293,-757939709.2463152
C029,High Risk,2030,2099263923.8231814,3042664847.823707,-943400924.0005257
C029,Low Risk,2030,1161867703.6463156,2118904208.5473685,-957036504.901053
C029,Medium Risk,2030,1553208717.692665,2504552686.24477,-951343968.552105
C029,High Risk,2031,2254908956.151355,3390349126.365828,-1135440170.2144732
C029,Low Risk,2031,1165763255.4276361,2317280246.501583,-1151516991.073947
C029,Medium Risk,2031,1624322159.6052952,2769070387.4631896,-1144748227.8578944
C029,High Risk,2032,2405057561.06735,3732536977.4957714,-1327479416.4284215
C029,Low Risk,2032,1169044859.714737,2515042336.9615793,-1345997477.2468424
C029,Medium Risk,2032,1692669200.2895043,3030821687.453188,-1338152487.1636837
C029,High Risk,2033,2549709674.0415764,4069228272.154208,-1519518598.1126318
C029,Low Risk,2033,1171712486.8531625,2712190420.6184254,-1540477933.7652628
C029,Medium Risk,2033,1758249795.246345,3289806497.2168713,-1531556701.9705262
C029,High Risk,2034,2688865419.560539,4400423328.416855,-1711557908.856316
C029,Low Risk,2034,1173766195.6410527,2908724645.2336845,-1734958449.5926318
C029,Medium Risk,2034,1821064031.1721332,3546025036.9473963,-1724961005.775263
C029,High Risk,2035,2822524737.667396,4726121892.7376585,-1903597155.0702624
C029,Low Risk,2035,1175205956.9347415,3104644892.700268,-1929438935.7655263
C029,Medium Risk,2035,1881111865.8695004,3799477130.950553,-1918365265.0810525
C029,High Risk,2036,2950687628.3621473,5046324029.646357,-2095636401.2842093
C029,Low Risk,2036,1176031770.734211,3299951192.6726317,-2123919421.9384208
C029,Medium Risk,2036,1938393299.3384464,4050162823.7252884,-2111769524.386842
C029,High Risk,2037,3073354091.6447253,5361029739.142883,-2287675647.498158
C029,Low Risk,2037,1176243637.0394783,3494643545.150794,-2318399908.1113157
C029,Medium Risk,2037,1992908331.5789716,4298082115.271603,-2305173783.692631
C029,High Risk,2038,3190524040.1210556,5670238846.438951,-2479714806.317895
C029,Low Risk,2038,1175841523.6421058,3688721885.7178955,-2512880362.0757895
C029,Medium Risk,2038,2044656906.5842335,4543234893.575812,-2498577986.991579
C029,High Risk,2039,3302197644.006596,5973951783.932649,-2671754139.9260526
C029,Low Risk,2039,1174825494.4481626,3882186374.9052677,-2707360880.457105
C029,Medium Risk,2039,2093639134.0663376,4785621436.370548,-2691982302.3042107
C029,High Risk,2040,3408374820.480031,6272168206.62003,-2863793386.1399994
C029,Low Risk,2040,1173195517.7600007,4075036884.390001,-2901841366.63
C029,Medium Risk,2040,2139854960.3200204,5025241521.93002,-2885386561.6099997
C029,High Risk,2041,3509055569.54136,6564888201.895306,-3055832632.3539457
C029,Low Risk,2041,1170951593.5776362,4267273446.3805304,-3096321852.802894
C029,Medium Risk,2041,2183304385.3452826,5262095206.261071,-3078790820.9157887
C029,High Risk,2042,3604239891.190521,6852111769.758415,-3247871878.5678945
C029,Low Risk,2042,1168093721.9010534,4458896060.8768425,-3290802338.975789
C029,Medium Risk,2042,2223987409.1421237,5496182489.363702,-3272195080.221578
C029,High Risk,2043,3693927675.1689553,7133838689.692113,-3439911014.5231576
C029,Low Risk,2043,1164621867.9678993,4649904658.354215,-3485282790.3863153
C029,Medium Risk,2043,2261903964.1958065,5727503236.208438,-3465599272.0126314
C029,High Risk,2044,3778119137.4210734,7410069508.4168625,-3631950370.995789
C029,Low Risk,2044,1160536100.7921062,4840299412.113686,-3679763311.3215795
C029,Medium Risk,2044,2297054183.2342267,5956057782.067385,-3659003598.833158
C029,High Risk,2045,3856814172.261086,7680803789.470822,-3823989617.2097363
C029,Low Risk,2045,1155836386.12211,5030080183.616584,-3874243797.494474
C029,Medium Risk,2045,2329438001.0442257,6181845859.183172,-3852407858.1389465
C029,High Risk,2046,3930012779.688935,7946041643.112619,-4016028863.4236846
C029,Low Risk,2046,1150522723.9578958,5219247007.625264,-4068724283.6673684
C029,Medium Risk,2046,2359055417.6258035,6404867535.07054,-4045812117.444737
C029,High Risk,2047,3997714959.7047367,8205783069.342368,-4208068109.6376314
C029,Low Risk,2047,1144595114.2994783,5407799884.139741,-4263204769.8402624
C029,Medium Risk,2047,2385906432.9789605,6625122809.729486,-4239216376.750526
C029,High Risk,2048,4059920579.185275,8460027801.913696,-4400107222.728421
C029,Low Risk,2048,1138053519.8305273,5595738738.5273695,-4457685218.696842
C029,Medium Risk,2048,2409990968.0810647,6842611525.114748,-4432620557.033684
C029,High Risk,2049,4116629899.803971,8708776501.869497,-4592146602.065527
C029,Low Risk,2049,1130898014.6728926,5783063756.858945,-4652165742.186052
C029,Medium Risk,2049,2431309178.675801,7057334074.037906,-4626024895.362104
C029,High Risk,2050,4167842793.010561,8952028641.290033,-4784185848.279472
C029,Low Risk,2050,1123128562.0210538,5969774790.380001,-4846646228.358948
C029,Medium Risk,2050,2449860988.0421157,7269290142.710011,-4819429154.667894
C029,High Risk,2025,1234434431.0384393,1234434431.0384393,0.0
C029,Low Risk,2025,1129376676.2268465,1129376676.2268465,0.0
C029,Medium Risk,2025,1152264341.553685,1152264341.553685,0.0
C029,High Risk,2026,1434300394.2126672,1609544333.3574038,-175243939.14473653
C029,Low Risk,2026,1150235236.1052625,1329349796.3147364,-179114560.20947385
C029,Medium Risk,2026,1252073419.370526,1429800350.6994736,-177726931.32894754
C029,High Risk,2027,1632526937.8224213,1999810123.1811047,-367283185.35868335
C029,Low Risk,2027,1170280128.0197413,1543875174.4021096,-373595046.3823683
C029,Medium Risk,2027,1350719693.2894723,1721850883.924209,-371131190.6347368
C029,High Risk,2028,1828251498.0505166,2387573887.957885,-559322389.9073682
C029,Low Risk,2028,1189157923.8810523,1757233429.3357892,-568075505.454737
C029,Medium Risk,2028,1447631355.822103,2012166772.7715766,-564535416.9494736
C029,High Risk,2029,2020215400.42106,2771577078.2076387,-751361677.7865787
C029,Low Risk,2029,1206380356.04211,1968936374.770268,-762556018.728158
C029,Medium Risk,2029,1541988718.484247,2299928427.730562,-757939709.2463152
C029,High Risk,2030,2206632454.272656,3150033378.273182,-943400924.000526
C029,Low Risk,2030,1221292355.545263,2178328860.446316,-957036504.9010527
C029,Medium Risk,2030,1632648818.3905616,2583992786.9426665,-951343968.552105
C029,High Risk,2031,2385063835.512673,3520504005.727146,-1135440170.2144732
C029,Low Risk,2031,1233051903.805268,2384568894.8792152,-1151516991.0739472
C029,Medium Risk,2031,1718079139.9705603,2862827367.8284545,-1144748227.8578942
C029,High Risk,2032,2552360190.2768226,3879839606.7052436,-1327479416.428421
C029,Low Risk,2032,1240645383.6636844,2586642860.9105263,-1345997477.246842
C029,Medium Risk,2032,1796340159.197401,3134492646.361085,-1338152487.163684
C029,High Risk,2033,2704778051.7492075,4224296649.8618393,-1519518598.1126318
C029,Low Risk,2033,1242973758.803426,2783451692.568689,-1540477933.7652628
C029,Medium Risk,2033,1865183124.2168732,3396739826.187399,-1531556701.9705257
C029,High Risk,2034,2838418094.952645,4549976003.808961,-1711557908.856316
C029,Low Risk,2034,1239050189.9852633,2974008639.577895,-1734958449.5926318
C029,Medium Risk,2034,1922350245.030556,3647311250.8058186,-1724961005.7752626
C029,High Risk,2035,2950094574.5629234,4853691729.633186,-1903597155.070263
C029,Low Risk,2035,1228321818.1507943,3157760753.916321,-1929438935.7655265
C029,Medium Risk,2035,1966132603.051607,3884497868.132659,-1918365265.081052
C029,High Risk,2036,3038553406.349517,5134189807.633726,-2095636401.2842093
C029,Low Risk,2036,1211051725.2289476,3334971147.167369,-2123919421.9384212
C029,Medium Risk,2036,1996114907.567921,4107884431.9547625,-2111769524.3868415
C029,High Risk,2037,3105607859.2231464,5393283506.721304,-2287675647.4981575
C029,Low Risk,2037,1188587899.2863204,3506987807.3976364,-2318399908.1113157
C029,Medium Risk,2037,2013823201.852656,4318996985.545287,-2305173783.6926312
C029,High Risk,2038,3156489413.5621085,5636204219.880003,-2479714806.3178945
C029,Low Risk,2038,1163298340.5642111,3676178702.6400003,-2512880362.0757895
C029,Medium Risk,2038,2022845714.0084438,4521423701.000023,-2498577986.991579
C029,High Risk,2039,3198927045.7697535,5870681185.6958065,-2671754139.926053
C029,Low Risk,2039,1138084831.1944783,3845445711.6515837,-2707360880.4571056
C029,Medium Risk,2039,2028164141.5989685,4720146443.903179,-2691982302.3042107
C029,High Risk,2040,3241214941.6200294,6105008327.760029,-2863793386.1399994
C029,Low Risk,2040,1115657473.6900005,4017498840.3200006,-2901841366.63
C029,Medium Risk,2040,2034908199.8300195,4920294761.44002,-2885386561.61
C029,High Risk,2041,3290225930.510041,6346058562.863987,-3055832632.3539457
C029,Low Risk,2041,1097929405.8500044,4194251258.652899,-3096321852.8028946
C029,Medium Risk,2041,2047150454.1600182,5125941275.075808,-3078790820.9157896
C029,High Risk,2042,3350271337.738416,6598143216.306311,-3247871878.5678945
C029,Low Risk,2042,1085785362.3568428,4376587701.332632,-3290802338.975789
C029,Medium Risk,2042,2067276734.4237013,5339471814.64528,-3272195080.2215786
C029,High Risk,2043,3423042926.9550076,6862953941.478165,-3439911014.523157
C029,Low Risk,2043,1079217298.8450043,4564500089.231319,-3485282790.3863153
C029,Medium Risk,2043,2096033016.060016,5561632288.072647,-3465599272.0126314
C029,High Risk,2044,3508259529.8105454,7140209900.8063345,-3631950370.995789
C029,Low Risk,2044,1077642521.9010534,4757405833.222632,-3679763311.321579
